1,goe brain tri sleep :
1,short word ..........
1,fire climb `` window '' snatch kid asleep fire also bribe system close eye fire
2,would interest without stupid background music .
1,frog ?
0,water fire !
1,fire rapid oxid . rust slow oxid . fire rapid rust . rust slow fire .
1,yellow red sometim blue flame transfer one element anoth element caus ignit element
1,thought blue cooler
1,fire sun ka son
1,made minut realis didnt care face_with_tears_of_joy
1,ah ye peopl ’ know fire
1,vsauc guy hair grinning_face_with_sweatgrinning_face_with_sweat
2,stay subscrib . love channel . thumbs_up_medium_skin_ton
0,"ok , cgi fire , ?"
1,"formula n't explain , video ...."
0,know fire
1,els read titl dr steve brule voic ?
1,flame hollow ? ? life feel like lie
0,fire ?
1,final ancestor rest
1,"great , short mark video . fire scientist approv !"
1,uhhhhmmm ?
1,"chemistri human 's first beast . introduc fire , lead nuclear warfar ."
1,titl : fire ? : hot littl thing orang candl
1,question ask physic teacher could n't answer . gain new subscrib .
1,’ hot stuff
1,* sound effect ad awesom = instant like
1,"settl , beavi ."
0,fire ? hot . end .
1,fire hollow/soul light dark ... sound hit .... sound attract ... dark fire .... confused_fac
1,logo channel fox shine
1,"babi ’ burn . ’ burn , more…"
1,"ah , promo mixtap !"
1,this… new bill nye ?
1,hebrew “ god consum fire. ” make life live sacrific .
0,see vid also : fire fire
1,"interest video . young , blackout . candl lit play flashlight . look shadow flashlight , play flashlight beam candl . bit surpris candl shadow candl wick . shadow flame . occur , cours ! photon pass flame . bit nerdi kid ."
1,probabl done but… ’ one better ! fire ?
0,understand fire plasma .
1,taught 's rapid oxid process accompani evolut heat light vari intens .
2,fire realli kind illus time
1,"state fire ... ga , plasma , ..."
1,"fire hot thing , first let talk cow , cow white anim som dark thing skin , what actual fire ? fire deez nut"
0,im dumb learn school ? !
0,answer : . fire like ... fire . one desir
1,spoon thing show differ compon fire pretti cool
0,fire alif ?
1,answer - new mixtap .
2,okay answer : * love ? *
1,hundred_pointsred_heart
1,final answer burn question ! ( pun much intend )
1,pb : fire work . zeu : ? ... ......... hestia : 's ..... zeu : year tortur ! ! ! ! !
1,"ok , said two opposit thing . n't know one true . - bottom flame blue , heat radiat , - excit atom emit light return excit state . may , 's good know effect bigger impact color flame . atom becom exit ? see spectrum light , recgonis ?"
1,enraged_faceenraged_faceenraged_faceenraged_faceangry_faceangry_faceangry_faceangry_faceangry_faceangry_faceangry_fac
2,recommend
1,"okay state matter fire , could consid plasma sinc descript seem like superh ga , plasma ?"
1,take bruh tf ?
0,fire natur
1,fire next video : water ?
1,natur tv .
1,video recommend video final chose watch . n't regret .
1,"nice video . small critic - said 'it 's rip apart molecul caus heat , creation new one ' . sound interest , n't explain . say littl , pleas ?"
1,smiling_face_with_smiling_eyessmiling_face_with_smiling_ey
1,like one relit flame put new flame smoke
1,simpl answer fire bt song # armi
1,. million peopl : `` mm ye know fire ''
1,swear youtub read mind watch much . come yesterday think deepli fire im get `` fire '' recommend .
2,’ bright spark ?
1,"say blue yellow caus black bodi radiat seem suspici . thing hot enough emit blue black bodi radiat gener appear white ideal black bodi radiat emiss smooth curv , includ wavelength certain valu . think band emiss ."
1,"yoooo , use beat end mixtap ?"
1,"allah creat flame . notic creat tree ( wood ) , ... human abl gener flame .. heat ... energi . behold ... live thing liquid"
1,stupidest thing man could ever invest time watchin
1,`` fire '' . million peopl : interest ....
0,stupid self say fire made fire made : fire need fire : god give us fire ? want us burn ?
1,oxygen act like nutriou food fire continu burn
1,"wow 's fire ? im neanderth btw - _ , -"
2,"`` flame hollow '' wow bro , wow"
1,fire ? ... burnnnnn ? mermaid_medium-light_skin_ton
1,"distinctli rememb middl school scienc teacher realli tell ask question , glad final get decent answer"
1,flame hollow exploding_head
1,ik fire heat give heat
1,chemic reaction go burn hydrogen oxygen flame ?
1,tell ya ‘ ‘ fire check mixtap firefirefirefirefirefirefirefir
1,: bla bla bla bla fire bla bla bla . : whoa bro 's deep wait * iq come * aha ! fire fire 'm smart . friend : friend stupid guy
1,"water ? water cure . water kill ( drown ) . water daili need . solid ( ice ) , liquid ( water ) ga ( water vapour ) water everyth ."
1,never would 've thought flame actual hollow insid . 's pretti cool .
1,"yeah _is_ fire ? 've explain react , 's appear colour - true state fire : happen combust occur . 's 'm seek youtub ; `` fire ''"
0,hel j cavemen gaul want fire fire righ need fire fire j want eat meat firr firefirefir
1,fire truli amaz ...
1,mixtap
1,"natur unexplain attract fire , especi fireplac campfir ."
1,pretti crappi video .
1,text
2,super nice end <
1,wait ... fire hollow ?
1,four letter word f r e lot know one scienc teacher teach class
1,anyon els acid overthink fire rn
0,'s fire . duh .
1,"oxygen : hey methan , give hydrogen methan : oxygen : okay steal methan : noooo ho : haha ! stole hydrogen ! singl carbon : oh shoot . oxygen : hey us ? ho : idk . take carbon oxygen : ok oxygen : hey ! let carbon ! oxygen : want carbon oxygen : that sellfish man let take carbon carbon atom : heheh im go take behind back co : yay ! got bond !"
2,"wish smart , want understand"
1,- point permen chang perspect look fire . thank : )
1,"youtub : * * reccomend video * * fire kpop stan : 'fire ' song bt , also anoth song 'play fire ' blackpink . ( know meant video ) wait chemistri teacher taught us flame ' part blue colour oxygen . true ? ?"
1,"fire ? lil uzi , lil babi , drake"
1,see year
2,babi n't hurt n't hurt
1,"fire , great chang agent , solid liquid , liquid ga ; releas potenti energi kinet , give us heat light , one tool , mankind without ."
1,"( sing ) fire ? babi n't hurt , babi n't hurt , mo !"
1,"`` fire '' ask teacher answer : `` uh , fire fire ! , n't experi fire ? ''"
1,"never life question , `` fire ? '' . know"
1,"highli doubt blue part flame blue `` 's hotter '' . heat piec metal , 'll turn red , yellow , white . 'll never turn blue . blue color flame must caus someth els ."
2,fire ? oh babi n't hurt n't hurt
1,read titl blew mind
0,fire africa skin
1,im sure kinda hot
1,firethumbs_up
1,anyon els get recommend year later ?
2,spoon thing cool
1,wan na know fire ? . . . . . . . . spiderman : way home trailer fire
1,would anyon dislik stuff like ? dont get . thumbsdown featur scienc video remov .
1,"one ever ask , fire ?"
2,:
0,umm what fire ?
0,aveng sevenfold fire
1,amaterasu ?
1,'s hot !
1,video
1,"titl captiv , know fire n't know realli know"
1,titl think mean life
0,fire hot smh
1,hello comment travel ... ... algorithm uh
1,small scale nuclear fission & fusion ?
1,'m tire get recommend randomli youtub .
1,fun fact : u know water wet
1,whole year f n n l recommend page
0,"fire bad , accord frankenstein"
1,"teacher : alright kid ! fire ! ! : first , roast . ’ a- a- thing…"
2,fire ? babi n't hurt
1,alreadi know 's fire . guy 's beat : http : //youtube.com/channel/uccdvgdivozmkxymizjmuwg
1,amaz . braingasm .
1,got sub one ... tube flame . . knew .. bonu space flame
1,fire ? .. .. .. .. .. .. .. ..
1,’ item burn use .
1,rare ive thingk year fire ?
1,’ satisfied…
2,¿what love ? a- babi n't hurt b- n't hurt c-
1,babi n't burn n't burn
0,noth fire fire eventu goe
2,great video .
1,sign leo 'm fire sign fireleolion
2,fire free fire xd
1,min video taught could n't learnt entir graduat
2,"fire . fire dont hurt , dont hurt ."
1,"nice explan . unfortun much wrong . hottest part flame bottom . middl . wax begin heat heat reach flammabl temperatur . thing requir make fire , heat , fuel oxygen . wax heat flammabl temperatur gase expand . expans flame becom wider middl , point molecul flammabl temperatur convert flammabl ga . flame ’ hollow , ’ actual fill flammabl ga . outer edg point super heat gase mix right even concentr burn . gase burn cool flame taper top . display sweep spoon flame . bottom wax ’ heat enough complet turn ga , condens back wax easili cool spoon . higher flame column flame leav black soot spoon larg volum unburi carbon ( fuel ) exist flame bubbl . top , flame becom cooler longer volum fuel oxygen keep flame peak ."
1,guy reform arsonist .
0,sadli 'm dumb
1,alway wonder would happen rub two stick hardwood togeth .
1,"wow , video thing explain question scientif ."
1,cave men invit fire :
2,"dream know actual thing , thank explain ."
1,babi n't burn ?
1,bitcoin cyberspac
1,"fire ? , 's like confid , first 's brightest time pass fade away ."
1,yeah cool know work came ask work .
0,fake fire fire camera
0,flamethrow kill bug
0,fire light
1,alway curiou part fire actual hot ? like chemic 's ga like visibl ga ? say put finger orang part flame would burn ( caveman ) heat come sourc ! ?
1,think ’ someth hot
1,still n't know fire work
0,video fire fire … litet
2,well creatur .
1,person infatu fire ... live thing need constantli fed . sit watch good campfir hour ! !
0,fire plasma ?
1,insid flame vacuum ?
1,"final understand littl bit flame , thank video"
0,fire fake .
1,even caveman would know . geico .
1,"fire must link , age dark shall soon follow ."
2,yay storytel ! ! ! !
2,"babi n't hurt ,"
2,constantli recommend
0,im fire # )
1,"fire ? babi n't burn , n't burn"
1,'s heart .
1,"first time someon actual answer damn question , final sleep easi"
1,fire like : everyth 's gon na go burrrrrrr .....
1,"final , nonsense…"
1,sudden urg learn fire
0,video ... fire .
1,everyon show ’ watch bit beg video face_screaming_in_fear
0,rich elit murder burn ?
1,'s second short
1,tf youtub recommend year
1,"love fireeee ( ooo ) , bur babi burn , buljangnan~ on~ ~blackpink"
1,recommend day ig give watch
1,us filipino 's use fire candl pfp someon rel close us die .
2,much better hank .
1,fire : rapid oxid combust materi releas energi form light heat thumbs_upfirefirefir
1,short answer : nba youngboy
1,music
2,recommend year later ?
1,"thank much ! , saw orang stuff hous block away , wonder !"
1,year old bachelor scienc degre never knew candl flame hollow . exploding_head
1,fire aliv soul energi -insan religi fundamentalist nutjob
1,"alreadi know fire , see ? -"
1,pq youtub ?
1,"esdra : - [ ] angel sent unto , whose name uriel , gave answer , [ ] said , thi heart hath gone far world , thinkest thou comprehend way high ? [ ] said , yea , lord . answer , said , sent shew thee three way , set forth three similitud thee : [ ] whereof thou canst declar one , shew thee also way thou desirest see , shall shew thee whenc wick heart cometh . [ ] said , tell , lord . said unto , go thi way , weigh weight fire , measur blast wind , call day past . [ ] answer said , man abl , thou shouldest ask thing ? [ ] said unto , ask thee great dwell midst sea , mani spring begin deep , mani spring firmament , outgo paradis : [ ] peradventur thou wouldest say unto , never went deep , yet hell , neither ever climb heaven . [ ] nevertheless ask thee fire wind , day wherethrough thou hast pass , thing thou canst separ , yet canst thou give answer . [ ] said moreov unto , thine thing , grown thee , canst thou know ; [ ] thi vessel abl comprehend way highest , , world outwardli corrupt understand corrupt evid sight ?"
1,question alway give ash somet burn
1,"fire plasma , one sourc earth . end"
2,"fire babi n't hurt gay , n't hurt gay ,"
1,'m watch
1,imagin dude use video travel back time teach human `` fire ''
2,love 's sit next fire
1,thankyou ’ get anyth
1,"ad show senior citizen tap away iphon may slow brain , n't fire form energi dispers somewher liquid ga , like say ... plasma ? talk place suck everyth good blood , either ."
1,"also , hot air rise , emit 's sourc flow outward , earth nearest sourc , emit outward , forc smaller sourc follow 's direct ."
1,man took fire made lamborghini
1,oxygen space ? least star ? star atmospher ? life ? ! ! ! ! !
1,outer layer invis one hottest ?
1,"... lesser god gave fire man , head god angri , punish make woman ... name pandora afraid stuf seal jar safe keep ..."
1,fire solid liquid gaseou ? ? thinking_fac
1,fire ? megan foook foxface_with_hand_over_mouth
1,"thought would know everyth video alreadi , learn flame alway hollow ... never thought , realli cool fact :"
1,quick answer : ..... firefirethumbs_upfir
1,minut video fire obvious mixtap .............................................................
0,fire bacteria
0,fire hot : ) )
1,greec give fire world .
1,'s watch
1,see titl : wait fire… .. need watch
1,highest temperatur candl flame top . bottom flame . wonder one notic simpl fact .
1,'m firefir
1,hot .
1,"’ video go away recommend , ’ realli suppos learn fire appar"
0,fire fire fire hot
1,"genuin feel whole , ty"
1,fire life burn insid
0,"frog fire , frog fire ."
1,oh man ! spoon candl bad trigger ! zany_facewinking_face_with_tongu
1,cring
1,youtub algorithm : ’ watch anyth point
1,ah ye youtub recomend back life ponder question
1,meek mill 's diss track
1,"flame hollow , call/ see flame glow c- molecul would exist insid flame aswel ? mean reaction flame happen outer layer ?"
1,someon : fire ? everyon : well smthing hot flame someon : even know explain fire ? know fire ? everyon : ye ye know brain : wtf fire ! ! ? ? ?
1,hm . .i rather watch vid attend school face_without_mouth
1,ca n't believ n't know fire video .
0,fire fire fire
1,"came confus , left even confus . thank chad ."
1,titl : fire ? head : musical_noteand ... 's word ? buuuurrn . `` musical_not
1,"sorri tell , fire yet well understood"
0,fake sound fake fire distract .
0,fire ? : ur mum
1,thought video bleach
1,think might conflat black-bodi radiat electron light atom energi state . thing .
1,"importantli , it—what ’ word—burn ?"
0,depress ass tri understand fire depth skull
1,", fire chemic reaction physic one ?"
1,peopl get real creativ
0,fire plasma . nerd_fac
1,"... imagin human start explain stuff quantum jargon , evolv like everyday ..."
2,fire element…it must respect
1,"everybodi 's ask `` fire ? `` , never `` fire ? ''"
1,air ?
1,"... fire ? releas energi ; creation new molecul ... 's hollow . uh glow 's hot ashi . space , graviti , bump eleph rump . 's fire ."
1,"bodi ’ ? water mind air spirit , .."
1,fire fire discov cavemen use mani mani differ thing
0,fire ? mixtap .
0,fire water dum
0,wow intro make mad . bad combin effect word ...
1,“ rapid oxid accompani heat ” fire scienc instructor simplifi “ rust happen real fast heat ” least that taught .
0,drake fire
1,"fire ? mix tape ! whoo ! thank , ladi gentlemen . grinning_squinting_fac"
1,ariel littl mermaid would love watch video
1,burrnnnnnnnn
2,"never understood fire , weird"
1,"video : fire , , peopl : well time find"
1,got recomend much watch
2,part hottest ? lol
1,"sometim candl lit , flame rise real high certain one . ?"
1,’ hot .
2,babi n't hurt ! wait .. 's love .
1,anyon els think video go total differ direct start heat soon ?
1,hello internet welcom game theori ! ! !
1,learn someth rn
1,gon na scroll past thought like yeah fire ?
0,state matter fire
1,u owner aumsum ya
2,lol music layercak
1,’ hot slightly_smiling_fac
1,plasma ? ?
0,fire : cure furri
0,fire weight ?
1,"imo , fire live entiti . think crazi , hear . fire everyth biolog entiti , fire take oxygen , give carbon dioxid , fire also absorb fuel , metabol fuel , , give wast . fire also reproduc . , like `` biolog life '' , thing fail , fire `` die '' ( extinguish , also life `` extinguish '' deni element ) . thing say fire thought , prove amoeba thought ? think ....."
1,ca n't believ made year ago
0,`` fire ? '' well .... fire element . fire fire * fact *
0,"`` fire life energi , destruct '' ~sunwarrior"
1,vsauc hair confirm ? babi dont hurt
1,chick fil
1,"pretti warm stuff , made"
2,’ better . fire ?
1,bollywood matpat ?
1,'re rap critic also philosoph .
0,dashi mixtap fire ! ! !
1,shini light make ouchi hand
2,"'ll one better , fire ?"
1,titl hit person level
0,fire lit
1,thumbnail : * sky cotl gif life *
2,recommend
0,fire hurt ?
1,"ah , exactli need know tri sleep"
1,"hard start fire , yet easier keep go ? exampl , start two piec wood , rub togeth get fire , feel like take energi ignit sustain ? , sustain fire , throw wood pile , start extrem difficult . anyon could give answer , 'd appreci ."
2,cool
0,fire fire get right
0,fire “ fire ”
1,.... um fire creat water ?
0,need know fire logic know fire
1,fire chemic reaction creat mixtur fuel oxygen heat
2,gift god .
1,amaz help understand someth look everywher place think would know . thank . question go know know know noth exit come .
1,watch way still idea talk .
0,fire bad ! uuugh ..
2,'s warm
1,'s one god 's creatur
1,"fire , 's us everywher ."
0,know fire ? ¿ . mom
0,fire ? earth ? air ? hell water ? avatar know answer .
2,whoever read wish success life . may dream come true . red_heart
1,lmao thought matpat fkr sec
1,"know fire , still mysteri glow , exactli energi given , ."
1,bake af video recommend -_-
1,saw titl almost kept scroll doubl take existenti crisi click .
1,music play background ? ( start )
1,", ’ word ? “ burrrrrn ”"
1,"mind = blown - school , never could understand flame . thank , 've help understand someth 've alway struggl , even look adult ."
1,happen ... magic
2,nice inform . got anoth sub love indiaindia
1,"mind blew show flame hollow , damn"
2,recommend ?
1,fire man feel get unclean girl
1,fire motion work repetit
1,fire releas potenti energi fast manor ( pre video theori )
1,“ click video think ’ gon na understand ” smh
1,stupid peopl clown peopl search `` fire look like '' smart peopl admit n't know learn
1,"immedi know candl light fire , meal cook long time ago ."
1,probabl easiest understand explan fire 've come across . 've alway understood basic chemic reaction could never visual actual happen .
1,insid mind pyromaniac
1,music background definit need .
2,youtub algorithm like
0,oogaa booga fire bad caus becom societ man fire bad
1,"ok dude discuss fire begin hold stick dogshit end engulf cg flame , make wish blow shitti look flame ."
1,six dislik ? ? ? ? ppl church ! ! ! !
0,fire ga
2,thought dream saw
1,combust . pyrolysi
1,* look titl * easi ! fire is… .. fire… mean ’ just… okay fine hell
1,coolest thing ever !
1,"oh 's whole bunch tini explos reaction ? first thought 's ga , like fire 's specif atom ."
1,tell ariel .
1,import fact miss
0,fire cool . 'm scare . still cool .
1,ah ye floor made floor
1,need get fun mate face_with_tears_of_joy
1,"put simpli , fire mixtap"
1,titl : fire ? : bt songcollisioncollisionfirefir
0,mama said fire air got realli mad throw temperatur tantrum .
1,“ fire ? ” * oh yeah let ’ click it- oh- nice kinda knew also ’ know that- *
0,miss fire
1,"wait intellig life could form similar atmospher , caus would need fire start civil , consid would cook food keep warm , couldnt look planet molecul atmospher send probe check life ?"
2,"nice tutori bro , friend die spoon candl"
2,"love quick , point , scienc classes.beaming_face_with_smiling_ey"
1,"learn elementari school fire hollow . experi paper plate candl . hold paper plate middl flame candl second two , u see burn mark around outsid noth middl . make circl ."
2,good question . water ?
2,uchiha : yep .
1,million peopl : ?
1,"broken simplist definit , fire throw electron .... broken simplist definit , electr throw electron ...."
1,life lie .
1,hot subject
1,"'m hope better vsauc 's video , `` fire '' solid fifteen second rapidli devolv `` fire ''"
2,wow never knew flame hollow make perfect sens : )
1,"ought fetch new ember . flame , dear flame ."
1,"'m amaz . mil peopl , includ , n't know fire"
1,alway `` fire '' never `` fire '' -inspir comment
0,babi ’ hurt ?
0,“ fire ? ” oh wonder
1,"booger right nostril ? one product team notic ? 's clear @ word `` '' ... 'm certainli knock dude , 've ! someon clearli drop ball ."
0,gir fire !
2,?
1,answer question ..... least % thc content
1,"pleas forgiv terribl ignor - matter could creat destroy , possibl ?"
1,dont listen answer mixtap firefirefir
1,mind = blown
2,thank yt recommend .
1,"kid , alway obsess idea fire aliv . mean , knew n't ( think ) , kid uk taught checklist essenti life process acronym mr nerg . movement reproduct sensit nutrit excret respir growth fire fulfil . * move * - obvious . * reproduc * clonal way , one big fire becom smaller fire ( probabl one realli fall ) . 's * sensit * environ , kill - rain wind , exampl . need combust materi exist , * nutrit * wood , coal , ga , whatev . * excret * leav behind charcoal simpli soot given burn cleaner fuel . * respir * way need oxygen surviv ( probabl anoth tenuou one ) . certainli * grow * ask coupl time one agre ( understand ) , one could refut . cours , use prescript acronym end n't good rule follow , alway thought bit thinker . someon tell n't incred stupid annoy kid !"
1,well least 's minut long video .
1,video main page
2,"love ? babi n't hurt , . * * music breakdown * *"
1,fun fact : fire '' shadow : wait wha-
0,fire bad ! fire hurt !
0,“ fire ? ” : mix tape .
1,’ sure meant user friendli simplifi must confess . lot time still sound like charli brown parent . wa wa waaaaaaa waa wa .
0,fire fire . simpl .
1,rapid oxid
1,'m stay curiou greenscreen ...
1,know song fire ... ice !
2,"“ honor , simpli want share love teach children scienc fire . orphan deserv educ , ! ”"
1,look like know ’ spoon
2,year still recommend
1,"great , except , bottom glow blue colder ... get hotter go , fuel need moment actual burn releas heat . hotter flame , closer white light glow . n't bother see rest"
0,* fire fire *
1,ask question ? ignit fire travel speed light ? slight slower speed light ?
1,"fire ? nobodi : : `` oh babi n't burn , n't burn ... ''"
0,"fire love , babi n't , n't hurt ,"
2,well ’ hot
1,'s quick answer fire ga hot heat light
1,never explain fire elabor chemic reaction take place ? expect word plasma come least lol
1,found video interest . also found k+ peopl n't like somewhat odd ...
2,doubt week ago thank
1,year later recommend lmbo
2,", peopl : well well , let 's find"
1,dislik q ’ upside-down_fac
1,argu fire aliv . entiti . posess characterist biolog . born . must consum stay aliv . grow . offspr . ( spark ) move . must oxygen .
1,wrong . blue mean fire cooler yellow mean 's hotter
0,video fire
1,"hey , video realli inform oe question n't answer video . fire ?"
1,fire plasma . save watch video . ’ welcom .
1,n't know fire 's watch video
0,fire fireunamused_faceunamused_faceunamused_fac
1,"ok curiou peopl , long time ago , back day , `` deck ape '' navi ( decid becom profession deck ape , boatswain 's mate ..... ) wise chief , bmc smith , told rust slow burn fire . anyon know anyth , true ? :"
1,know blue flame ist coldest part celsiu
1,first human watch thi̇ video nerd_fac
1,"yo liter think yesterday look fireplac , like possibl"
1,"“ flame hollow ” blew mind , ’ never even thought possibl ! scienc awesom !"
1,"video ’ left recommend , guess ’ find “ fire ” ."
0,fire ? mixtap .
1,"well , fire unequ wonder gun soon peopl gon na use elimin `` liber '' face world ."
1,fire pretti amaz ’ noth els grow like . one hous ever flood cuz spill glass water ’ get clean time .
1,leav mark futur gener school learn use thoroughli understand thing internet video ’ ’ like say hello !
1,carti album
1,cheeefff .. wear mask
1,six year old video show recommend post comment say `` neeeeeeeeeeerd '' also feed algorithm .
1,matpat
1,* 's budget sun . *
1,boyenc ?
0,fire fire u dumbass wtfu mean fire bright flame burn thing
1,short : new mixtap
1,pb suck decent video .
0,damn definit know want fire
1,got scienc freak candl . awesom .
1,"fire technic mix flame heat , use cook food burn californian forest . 're welcom ."
1,orang glow hot soot .
1,peopl still wonder fire
1,'s also good video richard feynman explain fire youtub .
0,god consum fire
1,"awesom video , super inform . hand guy remind joshua netflix origin seri daybrak look tell stori"
2,thank make video
1,one voic infograph show ?
1,complet titl vedio `` fire candl burn ``
1,year planet earth find fire actual . next video .... sky blue .
1,"love . subscrib comment . know made light flame ty , question look tablet light come screen without chemic process . non primari pixel make color imag visabl ? 're go hate million question xd"
2,like 's get recommend year
1,shade faraday . good thing world davi `` found '' .
1,wait . fire put water water put fire… ? ? ? crazi
1,man come long way
1,"america , ’ need scienc , god… . would wast time learn nonsens , better read bibl , learn pastor , truli know mean life… ."
1,control flame bunsen burner allow ‘ see ’ hollow natur flame . take match quickli put flame / way flame . stick match burn without ignit head match .
1,"noth sign chemic reaction , enough talk . * ! *"
1,question - fire smell like ? answer - burnt nose hair .
1,'m becuz titl attract mind
1,"bruh dont know wath fire video got , milion viewer"
1,’ know ’ lit !
1,"sorri , appear homepag youtub constantli watch"
2,oh god fine recommend ill watch ==
2,thumb ! ! ! ? ? ? ? 's love ?
1,joe read .... ok smart pleas make top ( number want prefer - ) dramat / ad awesome/bloop moment idk think might realli cool : )
0,* fire ? * * natsu : food . *
1,peopl seek clown like jake paul
0,fire mom
0,"fire walker , assur fire alway thought ."
0,ah ye fire
1,"video fire , hot titl bro !"
1,fire wood/stick stone scrape togeth make ’ fire
1,show 's pretti awesom . keep guy .
1,`` fire ? '' peopl watch : red glow light !
1,woah ’ know fire hot
1,"fire , like water , life-giv life-sav time life-end destruct . would never surviv without ."
1,alway said fire plasma
1,titl littl crispi .
1,’ got ga . wonder video say .
1,"high school question brought scienc teacher . know fire n't aliv ? breath , eat , give wast ( ash , etc ) , could even say reproduc spark . teacher said cellular structur ."
1,"hottest part flame bottom , top . addit , mani studi combust space . fact exist youtub video candl flame micro-grav ."
1,explain super saiyan biolog work beaming_face_with_smiling_eyesbeaming_face_with_smiling_eyesbeaming_face_with_smiling_eyessee-no-evil_monkey
1,cavemen : “ exploding_head ”
0,pushpa fire ! ! fire
1,"long stori short , fire hot ."
0,ez fire fire
1,fire hot red thing easi
2,“ ’ one better fire ”
0,fake fire upset
1,’ avoid video week ago keep pop everi day . let ’ see aboutneutral_fac
0,fire
1,green goblin look young lol ... multivers ?
1,minecraft alway right
0,fire ? mixtap
0,stop pop reccomend
0,weight fire ?
2,’ like young vsauc
1,hot girl met bumbl night wear noth straw skirt tight polyest small top got apart let whatev want fire
1,come mani time recommend final click
0,"love fire fire , sit watch danc hour ."
1,carbon dioxid carbon monoxid ?
0,new album drop
1,damn talk.about fals advertis . thought watch afraid dark
1,video ‘ water ? ’ next
0,know fire fire duhface_with_rolling_eyesface_with_rolling_ey
1,fire plasma . bad fail mention . electron increas valenc caus heat . electron decreas valenc emit light .
1,im still confus .
1,"ye , youtub suggest video year"
0,fire ? flame persev
1,youtub algorithm brought
2,cool
0,fire fire
1,guy look like shawn mend ?
1,legend say 's name bt song
1,`` light hot ''
0,thought someon die
1,"oop , forgot defin fire ."
1,youtub algorithm done
1,http : //youtu.be/nabmjwtykc
1,"bottom coolest lol top hottest . touch tell , formula"
2,fire ? - use kook phood hope help u mark brainliest
1,click get recommend 'm tire see
1,"* read titl * `` fire ? babi dont hurt , dont hurt . ''"
1,whole lotta red
1,'ve got question fire color chemic shape molecul ?
0,fire hot topic ! fire
1,"appar , 's someth gma believ caus wind ... lol !"
1,"`` fire '' darnel pico 's school : ah ye , video good , educ , potassium , beauti , peac , heavenli , certifi hood classic , drip , mind blow play ."
1,understand languag
2,omg cool
0,dab fire god
1,know els fire ? mom
1,"fire precursor time . long fire last , build fire . sustain . need fire warmth , heat exchang graviti ."
2,?
1,fire ? 've link mixtap
1,rememb high wonder `` fk fire ''
1,realiz 've basic caveman knowledg fire life-
2,lol alreadi know fire cool
1,fire eat everyon know
1,"point witch radiat becom visibl , explain separ molecul base build block ."
1,never knew hydrogen burn candl ... ? ? ? ? ? wow learn someth new everi day ! ! ! ! ! astonished_faceastonished_fac
0,titl : fire ? : that ?
1,thumbnail vid `` condol pictur ''
2,fire ? babi n't hurt . n't hurt . .
0,": go bed * fire ? * also : damn idk , let 's watch"
1,n't know heard dr steve brule 's voic . also pleas stop tell watch yt .
1,fire live entiti breath eat
0,fire electr outsid wire fire energi . fire aliv ...
1,’ hot .
1,"uh , dude .... marshmallow burn ."
1,never thought fire think
0,fire mean ( aago ) fire grinning_face_with_sweatgrinning_face_with_sweatgrinning_face_with_sweatrolling_on_the_floor_laughingnepali languag
1,imagin sit readi campfir stori get !
1,'ve see recommend day reason might well watch
1,saw video time recommend
1,theori .
0,“ fire ” - fire .. ?
0,"hot , fire hot"
1,go ask quran got
1,fire renew sourc eneri
2,ok smart ? ok pb ? lol wow
1,stop breath playboi carti
1,plasma
0,"’ know realli like fire , destruct . firethumbs_up"
1,titl made rethink everyth
0,fire devil
1,"see earth everywher , water everywher , air everywher , fire ..."
0,fire fire
1,sorri everyth ever said ever made video
1,"fun fact , thing actual burn vapor . pyrolysi occur solid , solid gase emit vapor actual burn . smoke actual unburnt vapor smoke trail ignit relight candl . also backdraft occur hous fire . smoke buildup super heat gase choke fire ’ oxygen suppli caus fire die , soon oxygen reintroduc , fuel heat still present , caus rapid ignit vapor ."
1,ask teacher school flame bet could n't tell could say condit fire need order occur .
2,"realli brilliant , sir . friend countri bangladesh bangladesh . hope help"
0,fire hot thing
1,comment new
1,sun keep burn without oxygen space ? seem like would go ?
0,video sponsor fire
1,sec alreadi ruin perfectli good marshmallowfrowning_fac
1,"flame , video , learn knowledg pass ancestor ."
1,"excel chanel name ... 's okay ... ny mayor , bill deblasio grinning_face_with_big_eyesperson_getting_massag"
1,`` fire '' answer : * hatsun miku music *
0,everybodi know fire !
1,video .
1,alway want know flame video told 'll take chemistri physic cours realli understand .
1,marshmallow burnt
1,kept ignor vid recommend .. get suck ?
0,think fire fire mayb
2,babi n't hurt .
1,new album .
1,drug ?
1,brain confus
1,pressur atmospher part keep contain .
1,"realli good episod . know someth never new . thank , smart peopl !"
1,lit .
2,excel explan part flame . thank .
1,got new subscrib mate
1,"'s quiet simpl actual , fire touchi thing"
1,stop watch half thru . ca n't take music ?
1,vedio think food drooling_facebroccolihot_dog
1,eminem firesign_of_the_hornssmiling_face_with_sunglassesfir
0,"okay , pain slow ."
1,"fire think . everyth thought mind imagin . realiz fire medit contempl 'll never know 're think monkey mind . theori belief . realiz awaken hard open mind realiti , 're stuck materialist paradigm shape perceiv realiti . `` map territori ''"
0,fire make fire- fire ? face_with_raised_eyebrow
0,small know fire born knew fire
1,guy voiceov infograph ?
1,failrac intro music ?
1,make ask photon made start run fast upon creation
1,even stove goe blue . fire ga
2,great . 'm left question
1,never thought .
1,skip scienc class watch
1,’ actual burn marshmallow ? realli cg
0,", start fire exactli ?"
1,flame hollow tri stand one see happen .
