label,text
2,terrif insight . great ah ha listen . thank .
1,everyon born abil mani n't exploit profit .
1,"believ tremend amt research mani level one way work everyon ... way work , prayer may work other .. white light therapi may also work ... desper chang seek path answer faith find .. tri everyth intuition/ heart tell truth"
1,"exactli ? tri find origin post hidden . googl claim receiv mani neg vote . wow , 's democraci googl . would like manifest true , ye . n't though guru rip peopl . worst offend esther jerri hick . read manifest law attract skepdic . com"
1,"awesom , awesom , awesom ! thank-you !"
1,"obvious comfort ( mani ’ ) public speak anyway good ; howev , whole shtick rais frequent etc suppos expertis would proababl effect get messag across abl rais frequenc vibrat confid . cours easier said done human , say , would especi help topic"
1,"say right , talk mere money ? cau money , think possess money good low energi frequenc .... , n't realli understand purpos ."
1,sorri yamamoto didnt take photograph molecul crystal !
1,monk improv stock market televiv . wow great ! ! bad monk 's energi n't strong enough reach human crime perpetr palestinian .
1,certainli n't happen fast say
1,"everyon need , especi ..."
1,"christi mari , 're lusciou ! want ! everi proton neutron !"
2,"guyz , alright ! imagin feel like speak front audienc , mess ... bit shi , great !"
1,realli need talk u possibl .. import
2,thank know world system lie profit thank love awar truth live authent
1,"werw moid e captur mood . aron waa eithwr blue black . today , vibratori state measur ? measur , today ? think back youth , equal keel , bur ir nwver reflect mood ring color ."
1,"think need train self properli teach stage , make present like hind nerv ness lack experi fri .. might learn futur becom good teacher tri make carrier , ’ believ mani peopl want teach other live think .. mind born teach cut edg knowledg . like woman .. still way go .."
1,woke girlfriend fart .
1,"bull ..... come put work . ca n't speak someth happen , world live ? make $ $ , tell naïv peopl anyth ? wow , peopl !"
1,great full unives show video tell ke use frequenc engri . thank red_heart
1,love video ... share time ... never got like today ... love ... thank ... grate sourc energi put video path get answer look
1,"challeng fat woman chang energi homeless peopl , sinc state apathi energi predica . 's apathi hold fellow american , 's arrog judgment real lack job , opportun . arrog made vile combin ignor judgments-lik said homeless ."
1,fat ?
1,sincer hope ~ million peopl n't swallow quackeri without question .
1,card tarot read http : //www.fiverr.com/s/cdea
1,"love system . occur listen would like speak ot even meet face face . struggl fear , guilt shame life . strang super creativ . n't believ number thing . super hard realli balanc life , base finish project . would take speak face face ? thank mc ."
1,"energi calibr talk book call `` power vs forc hidden determin human behavior '' david r hawkin , m.d. , ph.d. first publish . mention book inform equal interest . also n't hear credit sourc . give impress ideas/work , fact , ."
2,thank bless wonder open .
1,ami schumer kept day job !
1,"feel n't know live moment , almost imposs anybodi understand video . anybodi els thought ?"
1,'s netanyahu 's energi ? great video honestli - wonder question ....
1,load baloney !
1,"grate found video youtub . feel lucki watch keep away judgement anger , im gon na read comment : )"
2,thank !
0,find need bad
2,outstand ! thank take time share us ! cheer
1,start . need us go deeper live via medit scale realli work . thank . im clearli less courag .
2,"love . need hear . thank , christi mari sheldon"
2,christi rock ! love love natur you- refresh keep share love love love emili xxx
2,great video ! thank much !
1,"taught perceiv solid matter compos atom . atom form energi . “ matter origin exist virtu forc bring particl atom vibrat , hold minut solar system atom togeth . must assum behind forc exist consciou intellig mind . mind matrix matter ” . max planck “ focu closer closer structur atom , would see noth . would observ physic void . atom physic structur . physic structur . physic thing ’ physic structur . atom made invis energi , tangibl matter. ” —r . c. henri , professor physic astronomi , john hopkin univers juli , . sourc : http : //www.youtube.com/watch ? v=emq-cavi"
1,realiti definit unchang .
1,`` loa '' awesome.smiling_face_with_halo
1,"'s singular . love money rood evil , thee root - one top misquot . like `` eye eye '' quot justic system day , reveng , caus n't civil law suit like today . ahd differ kill murder . judg , realiz bema seat ."
1,"omg , talk . figur two month period . guardian angel lead . sign see numerolog sign ."
1,mani quantum physisist say frecuenc law attract bullshit ?
2,awesom : = ) regard n best wish . aseem
1,"peopl could patienc grace recognis extra-ordinari gift person show live . anyon listen inattent christi 's video , would urg schedul least hour watch . take note , paus video reflect said . tri see christi promot actual show life . ask deal thing .... honest actual see . much content video quick flick reveal . give chanc , open-mind open-heart . n't make promis believ great deal learn video . anoth comment , may say truth never hurt . truth reveal and/or expos caus hurt . perhap discov ( truth ) flaw belief someon someth . pain know lead live flaw belief actual hurt . good news know better ! truth make us grow . never fear ."
0,chart - shame bottom enlight top
2,"wow ! everyon comment expert , program ? poli perfect ? i. thought ."
2,"wow love woman , 'm thank great watch , need"
1,interest peopl delud delud . studi religion studi manifest stuff .
1,awesom shine . time anyon ask 's alway arm awesom is.i need say know beaming_face_with_smiling_eyessmiling_face_with_open_handssmiling_face_with_heart-eyesstar-struckface_blowing_a_kiss
1,"thank christi , look , way connect higher self .. love lovegrowing_heartgrowing_heartgrowing_heart"
2,"thank miss , might save life"
0,that fake !
1,"nervou laugh n't help caus ... feel like n't % believ say , n't allow receiv ."
1,'s concern much focus money .
1,beauti soul . listen video .
1,grate thank come meet soon piedmont scface_blowing_a_kiss
1,knew ami schumer smart !
1,omg ! realli ?
1,"would give chariti , help famili 's ."
1,noth scientif . said get figur salari . peopl need hear kind sweet talk . lullabi adult .
1,load ... mislead inform
1,"sens say , feel `` thing light '' , way measur ? know someth actual happen n't person project base reaction person say realli someth empir ?"
1,"kind peopl enjoy mass stupid popul love talk kind thing person statisfact like recognit , obvious lack earli day ... peopl delibretali avoid topic like exampl : govern ... peopl think , honestli idea , govern puppet show creat enlighten famili control everyth world basic .... peopl avoid subject , credit .. someth complet natur within everi human . feed ego mess . 's mani video like youtub peopl liter feed ego . write kind book show everyon much know . 's pathet . 's even pathet fact peopl much potenti absolut glorifyng . money-low frequency-energi vampir system fulli function ! ! store full poison food ! thank peopl like . thank ego mind everyon seem . jesu christ ."
2,'m grate thank !
1,nice littl pictur colour emot state : realli like chakra colour us ! red basi violett top sacral chakra !
2,love christi face_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kissface_blowing_a_kiss
1,call measur come ?
1,chang psychiatrist block move forward . feel worsen thing psychotrop
1,differ judgment label term given someth .
1,: ) thank .. awesom .. beauti ..
2,might possibl fall love ! gentl love person ..
1,"sound pretti interest , use busi ?"
2,cool vid ! thank !
1,would rather suffer end romulu thousand time . accept assist !
2,"awesom , thank !"
1,"thank christi , easiest way come across chang program , wow , univers limit , wait limit ! ! !"
1,unfortun find terribl speaker . much 'm interest topic ca n't finish present . wish would pay consciou attent inflect pattern giggl .
0,complet moron /facepalm
1,"open spiritu talk say help millionair make money back , 'm sorri worst type phoney , money materialist possess unwholesom caus great inequ suffer , link spiritu monk increas stock market absolut ridicul ."
2,thank share !
1,"'' interest skill '' stay well away peopl calim skill . later describ `` talent skill . '' yea , right . 's 's grub cash ... youtub video ."
1,interpret laugh express total convict say . say ' wish could see world eye ' .
1,madam .. need ur help ... kindli tell meet ...
1,"frequenc , proton , neutron , molecul , polar .... word use n't know , tool beat listen head accept mystic bullshit . noth said valid , fat piec shit , obvious manipul ignor societi person gain ."
2,grate thank enlighten video . especi like sourc medit guid expand awar expand energi bodi infin
1,oh realli simpl ! load rubbish !
1,"christi , thank much use inform explan ."
1,know electron proton ?
1,good messag . bad alway goe back reffer money .
2,interest ... : )
1,"'s tough crowd . would littl giggl , lighten guy ! great content ! care n't scientif back ? work emot 'll work mental . improv life kind way use"
1,namast ! love lectur come gorgeou women . great tip manifest posit life . specif enjoy eman thought/medit conscious sourc gratitud posit attract ...... '' connect one ! ''
1,stuff real stop univers lead bull . univers creation like .
1,keep giggl talk u get infront peopl tri give lesson
1,"giggl frequenc changer . ever bad mood someon make laugh hilari al sudden feel better automat love ? find someth funni , break neg momentum move frequenc higher = feel lot better = sync frequenc spin earth posit energi ! !"
1,"peopl misinterpret abund someth money . cours noth money . take money equat instead focu would money , vibrat would start shift eventu chang"
1,"wonder ! thank , 've ask univers rais frequenc come across video . 'm grate inform 've present , 'm grate youtub power internet . 'm grate god univers hear provid answer like . much love !"
1,'m fanni bandit .
2,pleas help
1,experi giggli burst everi time get light like real play joy ... hmmmm
1,"christi beauti , 's almost distract word - smitten ( due respect )"
1,hi christi ! ! ! thank video ! author book power vs. forc ? book ? great work planet !
1,feel like lsd . faster without effort beyond put blotter tongu .
1,frequenc measur stat come ?
2,awesom . thank
1,wonder freud well america . land endless bullshit naval gaze .
1,"didnt use tap water , use water fujiwara dam"
1,"bs ... woman wid breast ca posit outlook life would catch ca , unfortun , . author cud find logic conclus attach tag `` fear `` !"
0,bitch witch disguis
2,truth
1,wonder mari c.sh !
1,connect light ... feel bank account grow bigger ... ! anoth phoni make kill peopl 's insecur ... posit think good tho
1,'s magick n't call 's name .
1,"french grate thank understand english abl , today , watch video . realli clear . realli appreci . mani thank"
2,"love present , super inform clear ."
2,made laugh hope nobodi paid see ladi constantli laugh lol
2,thank christi - share talent see / hear feel tell truth ...
1,emoto admit mani year ago photo fake .
1,univers give thing think ? vagu thing ? univers .. univers .. subatom univers ? intergalact space ? observ univers ? philosoph univers ? ultim fate univers present tens still unknown .. answer thought respons ? wish could drink koolaid .. honestli struggl .
1,thank christi awesom team make avail us .
1,"heard dr.imoto ' experi , sonra happi supris turkey , get sick feel bad someth neg happeden , grandmoth take glass water whisper prayer water 's surfac drink . usual make us feel better.it experi ."
1,'s like mix ami schumer jennif lawrenc
1,realli nice present . demeanor good ; subject matter .. intellectu argument .... eerr never mind .. lot question need address .
1,"quit pace pleas , consciou awar 're camera ."
1,holi bibl tell us whar say think make us brake us faith think good thing love other self number love lord god heart soul might
1,'some countri higher other -america - - averag ' realli ? ?
1,want watch ’ . voic ef annoy ! nauseated_fac
0,wonder millionair ' guilt pay employe low live knew bad affect employe ?
1,"watch video christi mari sheldon st time yesterday . absolut magnific ! lot guilt , shame , fear ( kind bullshit ) block everi turn . believ ’ caus much psycholog physic pain . & spine surgeri disc liter blow spine onto sciatic nerv , fibromyalgia , trigemin neuralgia , ptsd , depress ... etc .. ’ say sympathi . fact mind ’ believ deserv . train mind age - never believ everyth ok , ’ anyth good . ’ ever want fool think ’ anyth wrong , anyth would hurt someon , way hurt pain watch mom & sister go . watch almost die child ill , eat disord etc ... afraid ’ caus pain other way father other famili . hurt us believ never done anyth wrong . never want way decid age alway question everyth . ’ absolut exhaust ! liter question everyth & think , even see . ’ stop soon ’ know ’ go happen bodi ! ’ start affect heart . anyon els ? , pleas share help heal . ’ excit ’ found help . felt strong feel chakra video medit locat person & age certain event happen . desper want feel better happi . ’ final abus relationship brainwash basic prison . left strand year old littl girl yr . unabl get help fear ’ kill . thing , ’ absolut resent toward anyon . ’ search heart & mind ; ’ find hate resent toward anyon ... . someth happen . chang . like could see first time . everyth & everyon beauti divin ! thought heaven time . sinc wore bit , ’ obsess search get back place . start think ’ go search way ’ go work . know place insid alreadi . ’ seem like , know though . anyway ... thank christi mari sheldon . fantast . impress genuin . believ christi realli help & mani other . everi mind valley spiritu master ... reson christi mari . much love appreci christi everyon read . - madelon <"
2,thank help ... immedi felt chang ...
2,amaiz thank folded_hand ! !
2,job titl see help clean energi
1,okay ... think `` environment influenc '' chang crystal structur water absurd .
1,often attract workshop either feel ' enough ' desir thing .... chart desir & shame belong lesser energi frequenc ( unit ? ? )
2,u practict someth like ummmm americian ... lol
1,"ok ... , .... dude wrote differ word bottl water froze water bottl took pictur pictur show differ imag resembl wrote bottl ? believ reason expect us believ"
1,see anoth clean within .
1,neutron n't neg charg smh
1,"somewhat pretti tri sound smart repeat someon idea , like real blond would ... would talk parti , seminar ..."
2,thank exquisit talk .. love
1,know kinda reveal ? belt ... : p
1,"`` hater '' ... 's ok disagre , person observ show weak area fear anxieti lie . may agre messag , may . rememb 's perfect ... 's news ... neither ."
1,"like , um , okay , giggl , dye one 's hair blond , let one 's sentenc trail 'up ' end practic experienc speaker . . . combin distract behaviour audienc ; one hope n't pay seminar . life-chang ideolog mental compost strength demand someon hope truli see life-alt result benefit provinc high academ studi . poorli handl scientif research , pop-psycholog give wrong messag result confus mani level , usual financi benefit puba chief . realli need chang life , distress time , pleas seek profession . local social servic help tap mani resourc area , along - number confidenti referr ."
1,yhi video incred !
1,grate thank shown amaz work christi mari sheldon - thank .
2,need talk . help .
1,contact email ?
1,"bore , besid n't understand trend `` hitler '' icon worst person earth zionist ass one packag worst sh * earth , chruchel , balfour , rothschild famili , usa built genocid nativ american , throw unclear bomb hiroshima nagazaki , particip ww /ii abot million person die ww ii gosh . wake peopl zionist manipul brain ."
1,"neutron charg sutur refer ... like water part . electron = neg , proton = posit , neutron = charg . : ) love thank ! !"
1,"thank power video . grate . practic learn , start ."
1,"fantast ... found new stuff , 's love"
2,want abl
0,knew titl would pure bullshit !
2,tell ... 's great bed .
1,posit energi clariti move forward ...
2,strang giggl laugh . like tourett
1,n't know anyth
1,omg ! ! mari thebomb ! !
2,"frequenc measur ? increas mine ? expand sourc , joy play , focu desir .. grate thank ."
1,"rais frequenc vibrat ? abl recogn trait type sociopath ... distanc , new awar , avoid . truli accomplish christi mari sheldon teach . great video ."
0,fu * * ? hell shit ! ! !
2,"n't know process inform . today find messag world help , uplift , encourag , dynam word love , hope , gratitud . much much love beauti . desir learn bless abund love way ."
1,? real ? face_with_raised_eyebrowthinking_fac
1,christin energi field let mingl
1,grate thank video . red_heartparty_popp
1,"keep calm , center , clear state mind allow us connect infinit wisdom well surround us . place , abl releas neg thought feel creat space new , posit , benefici , heal feel thought aris take . medit least hour day ( minut morn minut night ) proven help bodi heal help us chang mindset chang belief adopt new belief serv higher purpos . attract abund , health , right relationship - virtual anyth focu . mind clear , abl focu thing realli want rid mind thing n't serv us . medit , sit lie comfort disturb . start first observ breath take long , deep , control breath fulli feel breath . focu music hear cleans `` littl voic head '' 's alway tell . feel bodi chair/bed/floor realli focu attent . stare blank eyelid eye close visual imag n't domin mind . practic time , abl clear mind energi quickli help connect univers allow guidanc infinit clarifi path . namast ."
2,beauti ! thank : ) love visual
1,"energi healer healer simpli tell need session block take care , heal . higher sourc suggest soul higher aspect self decid heal . ask receiv answer spiritu kind , blow mind capabl , yet find frustrat depress , learn quickli great struggl set experi power capabl . nobodi come along yet , take us place state magic happen deliber . seem reach state .... , mayb next life one ......"
1,money base . magic get chequ figur mail n't explain came ? odd . money = happi woman .
1,mindvalley rais conscious 're california 'm side damn world n't know need go look someth area go without spend money order get somebodi cd listen peopl speak comput tell nobodi 's show nobodi tell buy cd 's
1,grate thank found yt amaz talk ...
1,thnk u much fr ur guidanc ! ! ur sweetsmiling_face_with_smiling_eyessmiling_face_with_smiling_ey watch thought process nd blve becam power ! !
1,"thank , video answer dayli visualit life want . encourag everyon work law atracct even mani pattern , confus resist even ca n't chang big thing life , constant work bring show necessari go . : )"
1,"love video still avail , mani year ago video catapult conscious . exercis expand energi , felt someth amaz . still use techniqu teach other two_heart truli life chang red_heart"
1,'m grate thank ! find littl nugget pure gold incred ! expand energi exercis amaz .
2,frequenc spirituali need help understand pleas thank
1,yeah “ ’ never gon na happen ” mental whenev famili member would say “ whatev diseas could get ”
1,come .. bring hate bodi compos cell atom . biotic be
0,chang poor health life better
1,; ) medit easi .... thank
1,real power imagin : http : //www.youtube.com/watch ? v=dm-tknuvx - `` need expand concept causal . '' - nevil goddard - http : //www.youtube.com/watch ? v=rbedxmanba
1,imagin think real
1,"believ peopl video well comment video lack even basic scientif knowledg energi frequenc . guarante none even heard fourier transform , yet comment frequenc like know hell talk . bodi singl frequenc ? well shit , goe scienc educ . love hz ? fuck even mean ? much stupid . get real , left far behind ."
1,name chick : psychosi
2,great ! xxx
1,troll troll troller . even smell like fish . that right ... 'm talkin bout .
1,"watch , 'll say christi 's style caught interest first . realli help get . feel focus"
1,"relationship girl believ would alway . problem trigger bad way think vice versa . could still perfect match ? , , vibrat wrong ? get vibrat right good match ?"
1,"wonder , tranform lectur ! thank much post !"
1,"use mani concept taught access conscious . might creat `` love '' concept , 's obvious base access conscious , find 'interest ' n't mention give credit access conscious ( least , present ) ."
1,"got someon check fact logic , might success get peopl take serious . 'm assum anyth , tri help . thing : neutron charg , electron neg charg . dr. emoto 's experi lot flaw make result invalid , say ca n't done , 's bad practic use invalid data . maharishi 's experi n't involv monk , mostli white peopl learn techniqu taught . experi publish peer-review journal , though , 's good one mention . 's lot peopl mistakingli discredit hear one honest mistak , take time doubl check present . good luck !"
1,'s awesom video christi mari grate thank .
1,"close mind typic come open flap mouth drivel pour show exactli never grow never chang . cleverli shape identit built venom discours toward other easi lizard-brain becom someth greater 'ident ' scare hell anxiou , insecur littl mind ."
2,fantast . thank ! ! !
2,help . thank
1,fantast video . ive alway fan mindvalley
1,need posit chang life soon . oki : )
1,well new new . tri techniqu get great result . prior activ kundilini energi use techniqu truli spirit fli pass moon . trueli awesom
1,"certainli felt energi vibrat pant watch christi lol . joke asid , thought simul argument , doubl slit experi entangl ? well multivers unifi field theori ? cheer"
1,"well , believ frequenc talk unit hz ."
1,"'s brilliant . love say complet agre . yet make badli depressed… life brought thing year ago - thought `` wow - - work . year honestli best turn thing round . even spiritu awaken friend genuin amaz effort . yet - none realli work . contrari - life chang wors . year ago broke n't care much - time sport . today broke work time . life work reward , free time , noth . peopl work hard . - earn lot want . simpli pay rent buy food . never go anywher n't money time energi . n't convict ca n't someth - quit opposit - know go - alway block . peopl would even laugh happen - otherwis would never believ shock coincid happen . . case happen . peopl work time spite noth afford noth find extrem difficult grate thank . simpli noth grate thank . peopl abund never understand - 's whole differ univers . 's wish say end . mind got use . forc peopl even get use life hell . n't talk paradis - make depress . 've found benefici yoga . everi day wake two hour yoga-pranayama-medit . 's make life bearabl ."
1,chang good soul . self persever start .
1,'m grate watch video . thank ! ! red_heart
1,spectrum look like time domain appli fourier transform wonder ?
1,"u make claim marketplac u r solicit moni purport servic , benefit , knowledg viewpoint u provid , u must held account claim u make , ye ? r level efficaci b measur ? factor call placebo effect possibl boost immun & mental well via posit affect psychosoci condit belief system . separ fli night practition someth genuin offer ? monk & religi ppl dedic lifetim work & often make kind vow poverti , medic practition suppos undergo rigor prolong train reason - separ wheat chaff say . sure solut neg effect , touch societi , monopol marketplac & provid viabl alternative/competit public . would tackl issu other , offer someth valuabl"
1,"l love video nice , l realli learn lot , pleas due see video give feedback thank . awesom ."
2,thank fine jewel
1,"ye , dadabhagwan , chang frequenc simpl posit think , & posit attitud : read world peac & , % posit , easi way health & happi , lead wealth : short , sweet simpl remedi mani problem sentenc also use recoveri mental & physic troubl . preach deep inner intent daili , heartili thrice day time , make life easi full joy , come neg , ( st , make heart , preach morn wake , night sleep & time day ) / . almighti god , may bless infinit inner strength would restrain enact verbal wrangl , misde , misconduct live preacher , monk , nun religi head . nobodi hurt mind , bodi & speech bless infinit inner strength ever . / . almighti god , may bless infinit strength would restrain enact , caus someon enact support . nobodi hurt mind , bodi & speech bless infinit inner strength ever . ( , r given , find web dadabhagwan-th self & almighti within , word almighti god replac origin word dadabhagwan )"
2,thank u ... like energi forc attract n enlighten n wisdom ... thank u explain energi
1,"... money , glitter noth humbl ..."
1,n't clue
1,christi mari sheldon truli abl project amaz energi rather like spiritu ladder dangl helicopt - put pilot seat take - love . abc !
1,astonished_faceastonished_faceastonished_faceastonished_fac
1,"quit good student necessari research differ sourc mind , heart ! miss one big thing live object rule world object natur law creat sourc keep univers dimens whatev run matter happen ! human be part univers subject object natur law chang unless use forc go outsid order thing destroy us end univers go one without us thank natur law ! end , chang object law think higher frequenc law attract whatev ! possibl ! sourc uncont love , matter , realli think would creat object law one side give us human abil chang pleas way puni needi wish ! get real ! happen way ! peopl tell us call spiritu law like loa other capabl chang world world whatev tell truth hidden agenda 's . start get result want end depress even wors state start ! accept live , chang chang accept rest !"
1,constant small laughter mid sentenc annoy
2,love red_heartred_heartred_heart thank thank thank
2,"far best speaker . make make sens . im trueli thank made video . know life chang . wish could help make better person . know great insid ive got mani blockag , due pretti bad life . thank great person"
1,money make happi
1,video realli awesom . thank grate program .
1,someth brought hear this.red_heart need most.red_heart
1,"truth realli free uur limit , mani thing b possibl .. chang word `` tri , want , wish `` `` '' `` plan ... '' realli work : u realli want - u get ; )"
1,"dr. emoto complet debunk . sorri , anyon use water exeri fact anyth deep enough fact check take . assist later report search countless , countless crystal structur pictur find `` pretti one '' . amaz book claim , first . n't want believ magic ? cooper scientist ( ) attempt reproduc result experi date abl reproduc thought label way affect water ."
1,believ right !
1,kiss hand five time post comment anoth video look underneath pillow
2,laugh annoy .... 's like 's seriou !
1,work hard form money turn get pay make sens
2,guy - life chang materi ! ! ! ! ! absolut love . thank !
1,thought sight .. chang percept daili .. love key .. enjoy journey ..
1,"wow , left feel uplift . intrigu in-depth knowledg field . align belief system plan watch video everi day next day . add comment video daili . # vibechalleng # day"
2,excel review self judgment . thank .
1,’ believ year gone sinc first learn christi .
2,wow ! thank : )
2,love girl . thank great speach
1,enjoy present immens learn .... thank much post .
1,awesom ! ! ! believ everyth christin say . love medit end ! feel like fli ! thank ! ! grate ! ! xo
1,explain life great ! alreadi believ practic daili . need share .
1,"chuckl laughter enter easili one open .. tt come give 'gift 's ' also ... 's childlik ... go watch children piti one 's repli judg ... come aliv .... byproduct .happi . & experi comment sad , angri , peopl . 's `` child ' .... grow ... step ... go ladi ... keep ! ! rock roll sista"
1,love ! ask . want go somewher quiet rearrang thought quit sure go . edg solar system fantast place ! know light quiet ! enjoy . good .
1,"like said , `` get paid '' . 've often thought hard time find enough work . 'm use mantra , ."
2,< thank <
2,interest anthoni robbin would
1,"nice ladi , nervou though ... lot fiction here.littl fact ..."
1,"tell beauti ladi make busi , noth ! 's okay . ... : )"
1,"opinion ms. sheldon happi low life person know cater low life peopl hope life . beat listen kind nonsenc escap misrabl self ... : ) level educ opinion primari shcool high school bet ! namipul way talk explain thing . good luck life , , , need much bullshit talk succeed life . ( natur talent , reason , logic ye improt thing abil ... )"
1,barrier : `` authent uncertain way financi secur . ''
2,cool ! thx
1,"chang life ? small chang , big result ! igoalcard app help small chang big impact life . creat clear mental imag goal start today ... www.igoalcard.com - app googl play store"
1,nope ive http : //www.youtube.com/watch ? feature=player_detailpag & v=cumwxsc & x-yt-ts= & x-yt-cl= # t=been block make coment video . >
1,"woman n't job .... could afford servic ? sorri , know low hawkin scale . truli inspir stori . know servic cheap . pro-bono case ? 'm curiou , woman gain knowledg without upfront cost . accept other like ?"
1,like point make one person chang environ !
1,hahaha .... 's hot . smart . know take money think new age stuff gon na make life better . 's substitut hard work practic . failur one best thing happen .. chang frequenc joke . chang habit everyth . wo n't ask buy book pay seminar inform ......
1,said judgement belief mean posit judgment belief .. ?
2,jame randi challeng ? ? ? lol
1,"current work heal rais vibrat . found talk realli inform , practic action . grate thank consciou connect univers & open answer lesson provid"
1,post question year ago . `` say hitler certain vibrat . criteria formula determin number assign someon 's vibrat ? '' still wait answer ! ! !
1,sorri christi .. union citi nj ... colorado ...
2,love
2,unbeliev ! ! ! love ! ! !
1,good present .. know folk .. light univers random thingymejig high god . give credit credit due . new age stuff spoken bibl .
2,great messag perfect time life chang higher frequenc . much love gratitud christi !
1,say lot . think worth listen time . thank post christi
1,wow.thank much video . feel good right instruct get clear space . truli grate video messag .
1,look stress sure know talk feel stress go screen sure amaz person
1,talk frequenc sure n't high frequenc . sadli think base confus peopl help .
2,thank love tutori . god bless smiling_face_with_smiling_ey
1,"brilliantli insight amaz gift . would listen tri say , would chang life . jesu said someth roughli effect , : perform miracl perform futur . conflict anyth jesu taught . made atom rais frequenc ."
0,women must scam attack .
1,awesom ! ! uniqu way help us connect light ever heard ! love need .
1,kind remind guid medit guy year ago involv imag bigger footbal field . anyon rememb one ? realli work !
1,thank life alter talk .
1,"brilliant . simpl , insight point . look forward put practis . felt realli good energi christi watch ok_hand_medium_skin_tonethank : )"
1,help commun christma ! http : //www.gofundme.com/help-our-community-this-christma & rcid=dfdfeebcbabbbf
2,thank christi smiling_face_with_halo awesom help .
1,"@ anandaprataap . 'm mere say peopl seem realli like self help video , . % scientolog tool techniqu . scientologist , 's recogn tool data video . want see , go scientolog websit 'll immedi know 'm talk ."
2,wow wonder
1,"everyth speak , late great nikola tesla alreadi brought us year ago , catch tesla old master . absolut love ! evolut ! ! ! !"
1,"nervou , anxiou ? bodi languag tell made doubt said .. incred lesson though ."
1,"one phrase ( awesom ) use holograph kinet acheiv concious alon ? im reali sorri knuckl dragger said negit thing , obvious negit state concious .love light beyond"
1,"ye , guilt shame must go , 'm final abl keep money . matter big small , previous would burn whole pocket speak !"
1,teach 's chang life two_heartsperforming_artsheart_with_ribbonheart_with_ribbonheart_with_ribbon
1,"water , diet , sleep noth anyth feel interact life ."
2,http : //www.youtube.com/watch ? v=hprqcfbftnm law attract yoga medit attract love
2,thank ! : ) time
2,"thank christi , interest use inform ... thank"
1,vagina help chang abund love ... ? would live world 's superfici help ? anyon open discuss .. ?
1,"agre said money root evil . would research feder reserv one percent , would know . cours blond bombshel bubbl person persuas ..."
1,"absolut brilliant ! ! ! n't believ , tri , test ! ! dare ! !"
2,thank u much share
1,"even though n't believ god pray , believ make someth posit posit , n't need `` someon higher '' life make think posit strong enough believ know make ... ! inspir video : )"
0,pleas stop idiot giggling- 's distract make sound like doofu !
1,"say accur . howev , align word . overweight . indic someon intern conflict . manifest outsid . aura one insecur ... weight . 's also behavior present . keep giggl wait approv audienc . sure . mean well . need work self confid ."
1,need enlighten peopl usa make chang ... four five ! ! get enlighten master get stick ? ? ! ! thank advanc ! !
1,thank that grate info : )
2,cute giggl
1,jeniff aniston start motiv seminar ?
1,ehhh cant believ watch minut complet junk
2,grateful thankful video appear
2,"thank grate thank teach , send bless favour life journey ."
1,'s rather speciou reason ... pseudo-scientif hogwash
2,thank christi . thank much.smiling_face_with_smiling_ey
2,wow awesom
2,amaz ! ! thank soooo much < sooo grate thank univers sent way < bless bless everyth <
1,"put bottl , scienc answer evolv point understand actual exist . write garbag , piti yet let mind open enough allow possibl vibrat potenti mean control outlook realiti . bliss person walk room , know feel good around person , unless he/sh make upset let becom miser . let angri , bodi follow thought . soon depress lose live . see , everyth begin thought , vibrat , extent control thought control realiti , extern realiti . good , live littl , fun , kind take chang around . tri littl experi day , wo n't kill , mayb someth good happen . bless . ed case"
2,wow . thank much power messag !
1,medit start min conntect energi bring thank feel ..
1,thumbs_upblue_heartblue_heartblue_heartblue_heartgrowing_heartgrowing_heartgrowing_heartyellow_heartyellow_heartyellow_heartorange_heartorange_heartsparkling_heartsparkling_heartpurple_heartpurple_heartred_heartred_heartred_heartgreen_heartgreen_heartblue_heartblue_heartgrowing_heartyellow_heartyellow_heartorange_heartblue_heartgreen_heartblue_heartblue_heartgrowing_heartyellow_heartred_heartorange_heartsparkling_heartpurple_heartcollisioncollis
1,"'s like hotter , smarter , less funni version ami schumer . shwiiii !"
1,girl n't vegan eat dead anim biggest hypocrit .
1,watch exercis help clear block . even abl thing work hit next rank compani ! gave $ k earn month . thank grate share knowledg . thx !
2,"grate , thank , happi share !"
0,warn con . bullshit . skeptic !
1,"deal neg peopl get nerv ? . listen solfeggio frequenc sinc , special hz . even tatoo cymat . also use posit vocabulari , get bad mood due peopl get low frequenc . advic ? also get ; sequenc synchrin number ; ...... ."
1,"almost right say love hz music sound hz vibrat make bodi life form goe enlight , mind matter anyth harm bodi matter . energi turn observ go , consciou awar love joy peac noth wast anger lower energi block know . like wish see happi natur beauti live goe farther thought know mean total joy love without reason avoid wrong wrong good avoid mean make thing avoid . consciou good thing life respons bad side thing caus bad thing tri awar . think thought caus dualist creativ matter hz . think saw first happi face bodi see first think first bring happi power love joy peac . see make power think make . love power vibrat make make . like someon creator see thought enlighten . need thought troubl make thought creat light creat . art noth compar format life contain rediat joy life . well sorri english hope point understood . tell tri happi see realli work need work other ; real attent realli work ask money give intent first would fail . belong live among live aliv like live , right law univers . take other . thank"
1,receiv six figur sum chequ mail say clear mind work hard money ....... idiot believ ! ...... monk jerusalem increas stockmarket ....... hahahaha pleassss .......... mani peopl gullabl believ crap .
1,plan simpl need believ self valu succeed
