label,text
1,"system design ? tip ? junior posit right ’ tri aim mid level posit inflat resum . ’ think long trick interview “ work stori ” scrape cs confer , thing left tech interview learned…"
1,hi . pleas explain problem # . longest substr least k repeat charact ?
1,oh yeah ? chatgpt solv problem faster beaming_face_with_smiling_ey
1,"`` leetcod wo n't help everyth , < insert paid sponsor > . '' come man ... tri take serious ."
2,"love python . though tri love c java , ’ python . end use other ."
1,"full stack develop current learn data structur algorithm , learn plan appli googl tri best appli ? n't see linkedin . also question , know java , python get googl ?"
1,learn dsa ? pleas send link resourc
0,actual brain scan scam
1,"cool video , especi someon 's learn get tech field . topic question tho , find fit meme clip tho ? find fit , funni , creativ way make video engag without distract viewer ."
1,"never leet code , tell look hire , n't help actual work quality/effici much ."
1,get interview googl maang compani ? ?
1,make quick quiz featur geniu ! ! !
1,"develop year never exercis , time job interview"
1,mislead titl thumbnail . thought liter got brain scan solv leetcod problem lol would interest
1,tool librari use draw roadmap ?
1,websit helpfulred_heart also fast review amaz idea !
1,"hope someon answer , leetcod accept answer long correct ? mean care time complex long answer correct ? question , set min time complex correct ?"
1,never understand compani focu littl test . littl softwar engin
1,! ? ? could also solv ! ? squinting_face_with_tongu
1,bit shift crazi
1,"realli interest video ! still want talk experi quantiti > qualiti . sheffield univers , univers pennsylvania , univers california . made studi exampl group student take pictur . group take pictur everi day . b group independ . photo evalu term qualiti , creativ composit panel independ judg . result show group took photo significantli improv photographi skill compar control group . often tend see certain thing useless reach certain level , even though allow us reach current evolut . necessarili true everyon , thought interest share read comment !"
1,report tri program scratch make princ william girfriend @ nirmala sitharaman
1,guy absolut legend share “ real ” tip thumbs_up_light_skin_ton
2,"good job man , aspir like . keep soar dream , sky limit ."
1,"leav one littl stori , relat video . someon feel like smart enough succeed , stori . one worst student back middl school . rememb one abl understand stuff math class basic everyon understood . teacher even pull asid talk . fail lot test , multipl subject ... even though studi decent amount time ... eventu , realiz need increas intellig . differ get good grade . increas comprehens , creativ brainpow . thought math problem , school , path . start . start easi , get easiest math olympiad problem could find . realli easi , even took lot time read solut understand . eventu , start actual becom understand ... start ramp difficulti ... spent hour hour everyday solv problem , eventu reach imo level ( intern mathemat olympiad - though make actual team , select one potenti particip , basic everyon team select test least bronz level ) . also becam one top student countri , also nation math informat olymp medalist . studi free top school , get highest mark scholarship competit . took year daili studi , patienc huge monster skill . brain take time build . would n't think rush broken arm , right ? afterward got scout top invest bank ... best trade desk . got top score logic test mile . get topic . want teach stori mine even smart , becom top tier intellectu sheer effort , unless mayb special condit . gener , , solv lot math problem , ramp difficulti reach intern level , becom suprem geniu . everi one math champion met work hard reach level . enter top school , top job , etc . realli matter put hour ... mayb hour math solv everyday , day vacat school , hour ... lot work , guess great reward come hard , gruel work . mind , middle/high school . practic tip : get easi problem first , tri learn one per day get habit . note use `` learn '' instead `` solv '' . focu rais understand , immedi top solver . tri obviou idea first , work , start timer minut . think minut , search new idea . read part solut , tri finish rest . keep get entir solut . also , tri understand could reach solut . guy solv think esoter idea ? need ponder kind thing , increas intuit . sketch lot . need pen paper . read top math champion came read tip . hope help someon , also come arrog . hard talk experi without caus impress `` show '' someth like . also believ may help someon . sure would like read word back day . would sped progress . feel futur , pleas believ great life . know seem hopeless sometim , comprehens get limit attack extrem stress sad . work hard , patienc , take year , put effort right thing , probabl achiev `` success '' . though definit success probabl differ . edit typo ."
1,everyon includ ?
2,"lmao , god help figur"
1,"die meme video , extrem relat"
1,bro pleas make roadmap web develop ai ml also
1,thank neetcod ! ’ use map layout start go flow understood weak .
1,think 's worth go univers comput scienc versu free onlin learn ? tri decid . anybodi 's opinion welcom
1,", current learn java lol"
1,"interview process softwar engin ridicul creat whole industri . someth must wrong current cs degre , current industri , employ ca n't trust applic degre five year relev experi compet , make jump hoop ."
1,"neetcod , experi realli inspir . hope colleagu one day futur smiling_fac"
0,know weird number ! ! ! taro ! ! !
1,even point leetcod ? child chatgpt subscript solv faster eventu
1,someth need hear . spent way much time bash head problem get nowher . thank .
1,"forgot mention % problem face , like write solut actual solv problem % case fail time/spac complex let 's honest n't import much nowaday ( certain degre ) ."
1,use chatgpt ? face_with_tears_of_joy
1,thank u much video sign ur websit thx slightly_smiling_fac
1,ok show brain eeg
2,non-iron love bro
1,draw tool 's use ?
1,thank muchred_heart india . prepar job cross question yesterday wonder long stick save problem answer . want know even cross problem still need see solut problem whose underli concept know right track ?
1,bug websit plz check
2,"thank leetcod problem list , great websit !"
1,u r gay congratul party_popp
2,help lot red_heart
0,solv leetcod problem pleasur fun ? problem smiling_face_with_tear
1,"great video . 've studi past month . identifi thing say put word other mind . experi said highlight : - order matter . - daili better ton day . - repetit , feel free easi mid hard one even solv last month . - look understand 's answer ."
1,"need video bad , live legend us ! love !"
1,bro awesom .
2,thank bro
1,agre burst balloon crackhead problem ! !
1,competit programm funni see differ concern leetcod peopl . `` write binari search like loop '' exampl feel much like basic requir feel weird
1,solv leetcod problem span year . 've never even got chanc interview anyth . suck third-world .
1,brain support lgbt solv leetcod
1,find second youtub channel ?
1,"solid adivic , howev disagre point . first , number solv problem priorit , amount knowledg learn . second , look editorials/tutori minut , pleas . get sens got smarter read edit , trust n't ."
1,amaz channel !
1,whish site use practic solv problem video explain
1,`` dickstra 's '' ? [ su rock face ]
1,thumb dude
1,quiz review idea awesom ! idea long think ’ quiz readi blind ? ( approxim )
1,"sir , share neetcod leetcod list ? alreadi solv problem want check progress . thank ! p. . great also includ . problem roadmap tabl quickli check alreadi done !"
1,"hi , thank video , realli enjoy . could give advic process actual get interview first place ? thank !"
1,"liter legend , go histori book directli respons peopl get dream job program channel . salut sir saluting_fac"
1,thank much work ! made interview prepar process organ even hard problem easi come . btw newli ad quiz idea brilliant !
2,thank road map ! help lot
2,"amaz , thank"
1,valu per minut video unreal . roadmap absolut killer .
1,"first , let express gratitud valuabl content provid . question may seem trivial , still signific . code journey start began teach without cs degre . start python , progress web develop , learn django . current , work freelanc develop . although consid learn ds/algo appli big tech compani , self-doubt uncertainti held back appli . recent , start practic leetcod problem , solv easi one , medium one take long time solv , hard one seem imposs . question : individu year old , without degre , join faang maang compani ? would greatli appreci insight matter ."
1,"come time practic leetcod , would recommend time limit : minut problem , minut ? right minut per problem , spend rest hour understand solut ."
2,man god 's work site . thank !
1,promis soon get unemploy spend time solv leetcod problem . sadli luckili countri demand programm high never unemploy .
1,"best video 've seen regard code prepar . also start `` random leetcod '' ( well , freq ask question googl interview accord leetcod ) . year half learnt blind grind . year found video roadmap graph order learn topic . wish seen earlier 'm sure pattern would 've stack faster head ! thank video leetcod solut , contribut commun invalu !"
1,java user agre 's hard must accept languag use verbos
1,make video develop build applic ?
1,"languag use code interview python , java c++ ?"
1,c++ first languag learn damnexploding_head
1,fast review featur awesom . pleas add question review . smiling_face_with_heart-ey
2,"thank , roadmap awesom . 've look kind aggreg problem ."
1,bro websit lit fire thank much thumbs_up
1,"day ago ive start # day solv leet code problem ( least one day ) im follow plan actual , could handi follow roadmap , also realli clear im comput scienc student bit knowledg advanc topic , havent tri practic , littl bit confus start"
1,that dude .
1,boi get sponsor ... congrat man ! 're god 's work
2,great job roadmap concept ! help build framework .
1,"'m problem solv feel like n't master pattern 's 've never organis structur learn kept jump pattern pattern without actual master previou one , video show mistak 've made know 'm feel month wast hinder learn curv"
1,"conclud leetcod help reason unit test without argument , figur leetcod help peopl unit test ? asid question believ thing like leetcod good addit practis , realli overemphasis big , mostli american , compani mere fact 's much easier test applic abstract concept ."
1,c++ javascript python start python .
2,thank !
1,learn code like learn foreign languag . need studi code first learn code .
2,"friend done much , shame"
1,backtrack done tree ? skull
1,someon without math cs degre learn algorithm ?
2,review list insan smart use . thank !
1,"happi neetcod got sponsor also rahul 's compani , use learn android develop"
1,switch python seem ’ gotten slower . hope ’ get faster languag convent becom second natur
2,’ great job keep thumbs_up
1,bro unlik masterpiec .
1,video pattern look like fireship 's . anyway nice video
1,"thank man video help , especi middl explain approach , rare watch full video one go becoz watch explan tri solv go code . keep code ."
2,"besid great insight solv leecod problem , may know find interest meme gif pictur show video ? realli enlighten xd"
1,"'m put everi problem solv anki , help review process ."
1,think mostli big time waster unless ’ interest problem .
1,roadmap
2,love neetcod . roadmap fire
1,solv plu problem still nobodi care caus n't done btech bigger degre suck
2,best ! heart_suit
1,"use fumbl around variou user post solut lc , tri find one could easili understand . found neetcod ."
1,awesom job dude ! 'm next winking_fac
0,pronunci hurt
1,lol yeah thank . would never want wast life away tri get faang compani . compani drain soul . compani use type question interview 's wrong industri . piti feel bad kid base life around tri get job faang .
1,'s call leetcod basiccod
1,"n't 's work energi sector like germani job interview never solv code problem . cours ask question approach style would solv someth gener . like said , never solv gener `` puzzl '' thinking_fac see valu solv time time code war"
1,lc wast time . imagin use time learn make real project . industri need move .
1,"'m problem . 're say right realli reson . use feel way , hopeless want quit start could n't solv even easi question , easi question pretti okay . hope road get easier like mention . thank video . exactli need ."
1,thank brosmiling_face_with_tear reason abl solv code question hope complet question
1,man switch nextj
1,mayb weird ... realli n't care make meta googl ...
1,@ neetcod pleas show face one day
1,oh shit n't even see quiz site lol
1,go solv real-world problem instead brag . turn everi person planet think smart n't smart think .
1,"bro , expect front end cours neet code cours program"
1,"guy , 'm new grad work se small startup . 'm plan learn ml skill hop jump ml job end year . ml engin also need good skill leetcod problem ? think ai impact kind hire process ?"
1,"gpt solv leetcod problem , wonder futur hold .."
1,quiz methodolog revisit problem geniu idea
1,"realli like quiz new featur . could pleas also includ random question topic rather entir list question ? way , day get random question topic stack , link list , dp etc . thank new featur look forward topic wise random question review previou question day ."
2,codeforc better
1,"glad bought lifetim subscript , whole materi alreadi top-notch , upcom featur review question quiz form go amaz . realli grate quiz review featur question , know lot work releas phase . thank much effort ."
1,thought go show brain mri scan
1,"hey , solv around problem . year leetcod still feel like abl solv problem mani time n't feel confid dsa . feel like didnt thing right way . ? plz help @ neetcod"
2,"dude , quiz idea review brilliant . probabl best featur site . well done thank work ."
1,"year commerci , never solv synthet problem day day work , certainli minut . simpli real work ."
2,swap python leetcod sound like terribl advic lol . besid good video .
1,whitelist channel sponsorblock ! ca n't thank enough work .
1,'ve tech decad never need solv leetcod problem . would chose . help friend prep faang leetcod though
1,"found neetcod site month ago , inspir direction-giv thing come across leet code prep . thank ton !"
1,ignor eleph
1,"differ blind , nc prob ?"
1,program u use draw ?
1,"someon went rather difficult elitist undergradu system ( us ) prepar prestigi school math domin curriculum , sure philosophi `` give minut '' . know advanc give minut like trick wast time get solut fulli give everyth . moment look solut depriv opportun challeng learn . question requir build insight peopl make sens learn solut pattern problem 's enough proper problem solv skill requir method , tenacity/obsess , flexibl , creativ . would advoc alway tell chanc tri , explor idea . feel like give , leav alon come back tomorrow shower might realli cool idea . look solut ask need think come solut ? core essenti idea solut would allow use new scenario . would abl solv next year effort use key principl ? solut pattern learn anyth look similar futur . mayb n't actual need particularli smart job appli given time involv might well self favor develop problem solv skill would guess last longer averag pattern recognit skill look bunch solut"
1,"faang employe solv daili task requir thoroughli creat solut stress timer ( - minut ) ? also , supervisor assign ? depriv debug tool ? - interview process n't make sens , stop fool justifi bigtech compani , work critic think dont wast preciou lifetim : )"
1,thank bro . realli need .
1,thank alot contribut ! switch c++ stull use video understand concept ! realli help
1,mathemat tell leetcod wast time ; … mathematc problem gener gener …
1,quizz sound fantast
1,"thank much , video amaz need much . describ everi singl medium/hard problem . need much , thank"
1,honestli miss leetcod problem thought process went thru first solv problem actual time look solv . mani video make peopl feel like solv easi .
2,amaz . video got meta ( laid lmao ) . god bless u .
1,"fast review great featur , look forward !"
1,bro made depress weekend smiling_face_with_tearthumbs_up
2,great effort creat review section question . massiv respect .
1,"bro shill taro end , ca n't believ ."
1,"mayb weird , prefer java python . verbos help keep track ."
2,one best channel alway look forward whenev get stuck leetcod daili challeng problem famou leetcod interview problem . love content ! ! hope someday land dream job well ! ! love indiared_heartred_heart
1,man legend .
1,"neetcod singl handedli save hour prepar time . feel much confid go interview know 's big chanc understand intuit see patterns/d & algorithm requir solv question , well explain thought process ."
2,thank much
2,great video !
1,elat see got sponsor ! rememb back earli start watch explan blown away easi made seem . thank everyth 've done commun : )
1,hey link roadmap tree ?
1,count edit :
2,thank !
1,thank god work public healthcar dont deal
2,love content . awesom stuff .
2,"solv , hope reach ."
1,"alway pleassur drop video , great content advic !"
2,super help ! !
2,love quiz idea .
2,brain ? like walnut .
2,greatest video honest advic ever got .... thank much ... realli relat help video smiling_face_with_halo
1,"unabl solv question look solut , use think big mistak , n't choic time ......... video chang misconcept realli glad n't wast time use time effici ..... tbh think happiest person earth know ! !"
2,nice titl five
1,solv + problem . easili spot cia agent glow dark .
1,enough solv problem creat roadmap dsa ? mean question enough particular topic repli
2,alway love see video . thank commit share !
1,finish problem per strategi person_surf
1,mean 's better solv neetcod rather go ?
1,third
2,love content
1,first
